   1,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_001.png', cX=  13, cY=1792, Frame=   186
   1,    2, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_002.png', cX=  45, cY=1792, Frame=   187
   1,    3, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_003.png', cX=  84, cY=1793, Frame=   188
   1,    4, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_004.png', cX= 121, cY=1794, Frame=   189
   1,    5, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_005.png', cX= 158, cY=1794, Frame=   190
   1,    6, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_006.png', cX= 195, cY=1795, Frame=   191
   1,    7, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_007.png', cX= 232, cY=1797, Frame=   192
   1,    8, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_008.png', cX= 271, cY=1797, Frame=   193
   1,    9, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_009.png', cX= 309, cY=1798, Frame=   194
   1,   10, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_010.png', cX= 347, cY=1798, Frame=   195
   1,   11, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_011.png', cX= 384, cY=1798, Frame=   196
   1,   12, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_012.png', cX= 421, cY=1798, Frame=   197
   1,   13, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_013.png', cX= 458, cY=1798, Frame=   198
   1,   14, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_014.png', cX= 495, cY=1799, Frame=   199
   1,   15, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_015.png', cX= 532, cY=1799, Frame=   200
   1,   16, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_016.png', cX= 568, cY=1798, Frame=   201
   1,   17, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_017.png', cX= 604, cY=1799, Frame=   202
   1,   18, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_018.png', cX= 641, cY=1798, Frame=   203
   1,   19, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_019.png', cX= 678, cY=1799, Frame=   204
   1,   20, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_020.png', cX= 715, cY=1799, Frame=   205
   1,   21, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_021.png', cX= 752, cY=1800, Frame=   206
   1,   22, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_022.png', cX= 789, cY=1799, Frame=   207
   1,   23, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_023.png', cX= 825, cY=1798, Frame=   208
   1,   24, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_024.png', cX= 861, cY=1798, Frame=   209
   1,   25, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_025.png', cX= 897, cY=1798, Frame=   210
   1,   26, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_026.png', cX= 933, cY=1797, Frame=   211
   1,   27, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_027.png', cX= 969, cY=1796, Frame=   212
   1,   28, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_001\Image_028.png', cX=1004, cY=1796, Frame=   213
   2,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_001.png', cX= 207, cY=1119, Frame=   243
   2,    2, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_002.png', cX= 253, cY=1118, Frame=   244
   2,    3, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_003.png', cX= 298, cY=1118, Frame=   245
   2,    4, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_004.png', cX= 343, cY=1117, Frame=   246
   2,    5, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_005.png', cX= 389, cY=1116, Frame=   247
   2,    6, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_006.png', cX= 432, cY=1115, Frame=   248
   2,    7, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_007.png', cX= 476, cY=1114, Frame=   249
   2,    8, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_008.png', cX= 521, cY=1113, Frame=   250
   2,    9, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_009.png', cX= 564, cY=1113, Frame=   251
   2,   10, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_010.png', cX= 607, cY=1112, Frame=   252
   2,   11, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_011.png', cX= 650, cY=1111, Frame=   253
   2,   12, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_012.png', cX= 694, cY=1110, Frame=   254
   2,   13, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_013.png', cX= 737, cY=1110, Frame=   255
   2,   14, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_014.png', cX= 780, cY=1109, Frame=   256
   2,   15, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_015.png', cX= 824, cY=1108, Frame=   257
   2,   16, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_016.png', cX= 867, cY=1108, Frame=   258
   2,   17, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_017.png', cX= 910, cY=1107, Frame=   259
   2,   18, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_018.png', cX= 952, cY=1105, Frame=   260
   2,   19, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_019.png', cX= 993, cY=1105, Frame=   261
   3,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_003\Image_001.png', cX= 413, cY=1015, Frame=   261
   2,   20, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 2\Images_001\Object_002\Image_020.png', cX=1035, cY=1105, Frame=   262
