   1,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_001.png', cX=1053, cY=1143, Frame=   151
   1,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_002.png', cX=1115, cY=1140, Frame=   152
   1,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_003.png', cX=1175, cY=1140, Frame=   153
   1,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_004.png', cX=1237, cY=1138, Frame=   154
   1,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_005.png', cX=1297, cY=1137, Frame=   155
   1,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_006.png', cX=1358, cY=1137, Frame=   156
   1,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_007.png', cX=1417, cY=1136, Frame=   157
   1,    8, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_008.png', cX=1477, cY=1136, Frame=   158
   1,    9, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_009.png', cX=1537, cY=1135, Frame=   159
   1,   10, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_010.png', cX=1596, cY=1135, Frame=   160
   1,   11, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_011.png', cX=1655, cY=1136, Frame=   161
   1,   12, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_012.png', cX=1713, cY=1137, Frame=   162
   1,   13, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_013.png', cX=1772, cY=1137, Frame=   163
   1,   14, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_014.png', cX=1830, cY=1136, Frame=   164
   1,   15, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_015.png', cX=1887, cY=1138, Frame=   165
   1,   16, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_016.png', cX=1945, cY=1138, Frame=   166
   1,   17, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_017.png', cX=2001, cY=1138, Frame=   167
   1,   18, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_018.png', cX=2057, cY=1139, Frame=   168
   1,   19, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_019.png', cX=2114, cY=1139, Frame=   169
   1,   20, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_020.png', cX=2170, cY=1140, Frame=   170
   1,   21, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_021.png', cX=2227, cY=1140, Frame=   171
   1,   22, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_022.png', cX=2284, cY=1139, Frame=   172
   1,   23, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_023.png', cX=2339, cY=1141, Frame=   173
   1,   24, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_024.png', cX=2395, cY=1141, Frame=   174
   1,   25, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_025.png', cX=2450, cY=1141, Frame=   175
   1,   26, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_026.png', cX=2505, cY=1141, Frame=   176
   1,   27, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_027.png', cX=2559, cY=1141, Frame=   177
   1,   28, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_028.png', cX=2614, cY=1142, Frame=   178
   1,   29, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_029.png', cX=2668, cY=1141, Frame=   179
   1,   30, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_030.png', cX=2722, cY=1141, Frame=   180
   1,   31, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_031.png', cX=2776, cY=1142, Frame=   181
   1,   32, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_032.png', cX=2830, cY=1143, Frame=   182
   1,   33, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_033.png', cX=2884, cY=1142, Frame=   183
   1,   34, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_034.png', cX=2938, cY=1143, Frame=   184
   1,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_035.png', cX=2992, cY=1143, Frame=   185
   1,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_036.png', cX=3045, cY=1143, Frame=   186
   1,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_037.png', cX=3099, cY=1143, Frame=   187
   1,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_038.png', cX=3152, cY=1143, Frame=   188
   1,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_039.png', cX=3204, cY=1144, Frame=   189
   1,   40, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_040.png', cX=3256, cY=1145, Frame=   190
   1,   41, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_041.png', cX=3308, cY=1146, Frame=   191
   1,   42, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_042.png', cX=3360, cY=1147, Frame=   192
   1,   43, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_043.png', cX=3412, cY=1148, Frame=   193
   1,   44, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_044.png', cX=3462, cY=1150, Frame=   194
   1,   45, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_045.png', cX=3512, cY=1154, Frame=   195
   1,   46, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_046.png', cX=3561, cY=1159, Frame=   196
   1,   47, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_047.png', cX=3611, cY=1165, Frame=   197
   1,   48, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_048.png', cX=3662, cY=1176, Frame=   198
   1,   49, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_049.png', cX=3717, cY=1184, Frame=   199
   1,   50, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_050.png', cX=3773, cY=1191, Frame=   200
   1,   51, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_051.png', cX=3827, cY=1195, Frame=   201
   1,   52, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_052.png', cX=3880, cY=1201, Frame=   202
   1,   53, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_053.png', cX=3933, cY=1204, Frame=   203
   1,   54, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_054.png', cX=3990, cY=1210, Frame=   204
   1,   55, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_001\Image_055.png', cX=4047, cY=1208, Frame=   205
   2,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_002\Image_001.png', cX=1468, cY= 482, Frame=   209
   2,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_002\Image_002.png', cX=1487, cY= 483, Frame=   210
   3,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_003\Image_001.png', cX=1778, cY= 483, Frame=   225
   3,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_003\Image_002.png', cX=1798, cY= 483, Frame=   226
   4,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_001.png', cX=  18, cY=1689, Frame=   229
   4,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_002.png', cX=  43, cY=1688, Frame=   230
   4,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_003.png', cX=  69, cY=1686, Frame=   231
   4,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_004.png', cX=  95, cY=1686, Frame=   232
   5,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_005\Image_001.png', cX=1929, cY= 481, Frame=   233
   5,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_005\Image_002.png', cX=1948, cY= 482, Frame=   234
   4,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_005.png', cX= 179, cY=1679, Frame=   235
   4,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_006.png', cX= 207, cY=1677, Frame=   236
   5,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_005\Image_003.png', cX=1985, cY= 482, Frame=   236
   4,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_007.png', cX= 236, cY=1675, Frame=   237
   5,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_005\Image_004.png', cX=2006, cY= 482, Frame=   237
   4,    8, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_008.png', cX= 266, cY=1673, Frame=   238
   4,    9, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_009.png', cX= 296, cY=1671, Frame=   239
   4,   10, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_010.png', cX= 325, cY=1670, Frame=   240
   4,   11, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_011.png', cX= 355, cY=1670, Frame=   241
   5,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_005\Image_005.png', cX=2079, cY= 483, Frame=   241
   4,   12, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_012.png', cX= 385, cY=1669, Frame=   242
   4,   13, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_013.png', cX= 413, cY=1667, Frame=   243
   4,   14, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_014.png', cX= 442, cY=1666, Frame=   244
   4,   15, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_015.png', cX= 472, cY=1665, Frame=   245
   6,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_006\Image_001.png', cX= 370, cY=1432, Frame=   245
   4,   16, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 20\Images_001\Object_004\Image_016.png', cX= 502, cY=1663, Frame=   246
