   1,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_001\Image_001.png', cX=  23, cY=1113, Frame=   191
   1,    2, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_001\Image_002.png', cX=  50, cY=1113, Frame=   192
   1,    3, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_001\Image_003.png', cX=  79, cY=1113, Frame=   193
   2,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_002\Image_001.png', cX=  41, cY=1513, Frame=   193
   1,    4, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_001\Image_004.png', cX= 107, cY=1114, Frame=   194
   2,    2, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_002\Image_002.png', cX=  74, cY=1513, Frame=   194
   1,    5, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_001\Image_005.png', cX= 134, cY=1113, Frame=   195
   2,    3, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_002\Image_003.png', cX= 106, cY=1514, Frame=   195
   1,    6, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_001\Image_006.png', cX= 160, cY=1113, Frame=   196
   2,    4, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_002\Image_004.png', cX= 138, cY=1514, Frame=   196
   1,    7, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_001\Image_007.png', cX= 186, cY=1113, Frame=   197
   2,    5, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_002\Image_005.png', cX= 165, cY=1516, Frame=   197
   1,    8, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_001\Image_008.png', cX= 210, cY=1112, Frame=   198
   1,    9, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_001\Image_009.png', cX= 235, cY=1112, Frame=   199
   2,    6, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_002\Image_006.png', cX= 229, cY=1516, Frame=   199
   2,    7, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_002\Image_007.png', cX= 257, cY=1517, Frame=   200
   2,    8, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_002\Image_008.png', cX= 291, cY=1516, Frame=   201
   1,   10, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_001\Image_010.png', cX= 308, cY=1110, Frame=   202
   2,    9, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_002\Image_009.png', cX= 323, cY=1516, Frame=   202
   1,   11, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_001\Image_011.png', cX= 332, cY=1109, Frame=   203
   2,   10, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_002\Image_010.png', cX= 354, cY=1516, Frame=   203
   2,   11, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_002\Image_011.png', cX= 384, cY=1516, Frame=   204
   1,   12, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_001\Image_012.png', cX= 380, cY=1108, Frame=   205
   2,   12, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_002\Image_012.png', cX= 414, cY=1516, Frame=   205
   1,   13, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 11\Images_001\Object_001\Image_013.png', cX= 404, cY=1108, Frame=   206
