   1,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_001\Image_001.png', cX=  42, cY=1425, Frame=   159
   2,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_001.png', cX=  41, cY=1573, Frame=   186
   2,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_002.png', cX= 102, cY=1570, Frame=   187
   2,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_003.png', cX= 160, cY=1567, Frame=   188
   2,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_004.png', cX= 219, cY=1564, Frame=   189
   2,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_005.png', cX= 277, cY=1560, Frame=   190
   2,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_006.png', cX= 335, cY=1557, Frame=   191
   2,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_007.png', cX= 395, cY=1553, Frame=   192
   2,    8, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_008.png', cX= 455, cY=1549, Frame=   193
   2,    9, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_009.png', cX= 515, cY=1546, Frame=   194
   2,   10, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_010.png', cX= 574, cY=1543, Frame=   195
   2,   11, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_011.png', cX= 633, cY=1540, Frame=   196
   2,   12, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_012.png', cX= 692, cY=1537, Frame=   197
   2,   13, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_013.png', cX= 750, cY=1534, Frame=   198
   2,   14, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_014.png', cX= 808, cY=1533, Frame=   199
   2,   15, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_015.png', cX= 866, cY=1531, Frame=   200
   2,   16, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_016.png', cX= 924, cY=1528, Frame=   201
   2,   17, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 22\Images_001\Object_002\Image_017.png', cX= 981, cY=1526, Frame=   202
