   1,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_001\Image_001.png', cX=1207, cY= 286, Frame=   150
   2,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_002\Image_001.png', cX=  92, cY=1605, Frame=   151
   3,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_001.png', cX=1298, cY= 287, Frame=   152
   3,    2, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_002.png', cX=1344, cY= 287, Frame=   153
   3,    3, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_003.png', cX=1389, cY= 286, Frame=   154
   3,    4, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_004.png', cX=1435, cY= 288, Frame=   155
   3,    5, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_005.png', cX=1479, cY= 285, Frame=   156
   3,    6, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_006.png', cX=1524, cY= 285, Frame=   157
   3,    7, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_007.png', cX=1570, cY= 286, Frame=   158
   3,    8, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_008.png', cX=1614, cY= 286, Frame=   159
   3,    9, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_009.png', cX=1658, cY= 286, Frame=   160
   3,   10, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_010.png', cX=1703, cY= 287, Frame=   161
   3,   11, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_011.png', cX=1747, cY= 288, Frame=   162
   3,   12, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_012.png', cX=1792, cY= 289, Frame=   163
   3,   13, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_013.png', cX=1836, cY= 290, Frame=   164
   3,   14, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_014.png', cX=1880, cY= 290, Frame=   165
   3,   15, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_015.png', cX=1924, cY= 292, Frame=   166
   3,   16, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_016.png', cX=1968, cY= 292, Frame=   167
   3,   17, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_017.png', cX=2014, cY= 292, Frame=   168
   3,   18, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_018.png', cX=2059, cY= 291, Frame=   169
   3,   19, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_019.png', cX=2104, cY= 292, Frame=   170
   3,   20, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_020.png', cX=2150, cY= 297, Frame=   171
   3,   21, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_021.png', cX=2195, cY= 291, Frame=   172
   3,   22, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_022.png', cX=2240, cY= 291, Frame=   173
   3,   23, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_023.png', cX=2285, cY= 289, Frame=   174
   3,   24, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_024.png', cX=2331, cY= 286, Frame=   175
   3,   25, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_025.png', cX=2373, cY= 287, Frame=   176
   3,   26, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_026.png', cX=2417, cY= 287, Frame=   177
   3,   27, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_027.png', cX=2461, cY= 287, Frame=   178
   3,   28, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_028.png', cX=2504, cY= 288, Frame=   179
   3,   29, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 6\Images_001\Object_003\Image_029.png', cX=2546, cY= 286, Frame=   180
