   1,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_001\Image_001.png', cX=1265, cY=1408, Frame=   150
   2,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_002\Image_001.png', cX=1576, cY=1798, Frame=   150
   3,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_003\Image_001.png', cX=1670, cY=1469, Frame=   150
   4,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_004\Image_001.png', cX=1754, cY= 246, Frame=   150
   1,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_001\Image_002.png', cX=1294, cY=1409, Frame=   151
   2,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_002\Image_002.png', cX=1633, cY=1803, Frame=   151
   3,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_003\Image_002.png', cX=1743, cY=1469, Frame=   151
   4,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_004\Image_002.png', cX=1811, cY= 246, Frame=   151
   1,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_001\Image_003.png', cX=1322, cY=1409, Frame=   152
   2,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_002\Image_003.png', cX=1690, cY=1807, Frame=   152
   3,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_003\Image_003.png', cX=1814, cY=1470, Frame=   152
   4,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_004\Image_003.png', cX=1869, cY= 247, Frame=   152
   5,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_005\Image_001.png', cX= 933, cY=1258, Frame=   152
   1,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_001\Image_004.png', cX=1351, cY=1409, Frame=   153
   2,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_002\Image_004.png', cX=1746, cY=1811, Frame=   153
   3,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_003\Image_004.png', cX=1885, cY=1471, Frame=   153
   4,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_004\Image_004.png', cX=1927, cY= 248, Frame=   153
   5,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_005\Image_002.png', cX=1089, cY=1208, Frame=   153
   1,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_001\Image_005.png', cX=1380, cY=1409, Frame=   154
   2,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_002\Image_005.png', cX=1803, cY=1814, Frame=   154
   3,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_003\Image_005.png', cX=1954, cY=1472, Frame=   154
   4,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_004\Image_005.png', cX=1986, cY= 249, Frame=   154
   5,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_005\Image_003.png', cX=1109, cY=1207, Frame=   154
   1,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_001\Image_006.png', cX=1406, cY=1410, Frame=   155
   2,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_002\Image_006.png', cX=1859, cY=1817, Frame=   155
   3,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_003\Image_006.png', cX=2023, cY=1473, Frame=   155
   4,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_004\Image_006.png', cX=2044, cY= 248, Frame=   155
   5,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_005\Image_004.png', cX=1128, cY=1206, Frame=   155
   1,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_001\Image_007.png', cX=1437, cY=1410, Frame=   156
   2,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_002\Image_007.png', cX=1915, cY=1819, Frame=   156
   3,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_003\Image_007.png', cX=2092, cY=1473, Frame=   156
   4,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_004\Image_007.png', cX=2103, cY= 248, Frame=   156
   5,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_005\Image_005.png', cX=1148, cY=1207, Frame=   156
   1,    8, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_001\Image_008.png', cX=1468, cY=1411, Frame=   157
   2,    8, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_002\Image_008.png', cX=1971, cY=1821, Frame=   157
   3,    8, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_003\Image_008.png', cX=2161, cY=1473, Frame=   157
   4,    8, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_004\Image_008.png', cX=2161, cY= 249, Frame=   157
   5,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_005\Image_006.png', cX=1167, cY=1207, Frame=   157
   1,    9, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_001\Image_009.png', cX=1500, cY=1411, Frame=   158
   2,    9, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_002\Image_009.png', cX=2027, cY=1823, Frame=   158
   3,    9, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_003\Image_009.png', cX=2228, cY=1473, Frame=   158
   4,    9, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_004\Image_009.png', cX=2220, cY= 248, Frame=   158
   5,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_005\Image_007.png', cX=1185, cY=1207, Frame=   158
   1,   10, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_001\Image_010.png', cX=1530, cY=1411, Frame=   159
   2,   10, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_002\Image_010.png', cX=2082, cY=1824, Frame=   159
   3,   10, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_003\Image_010.png', cX=2294, cY=1473, Frame=   159
   4,   10, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_004\Image_010.png', cX=2277, cY= 247, Frame=   159
   5,    8, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_005\Image_008.png', cX=1203, cY=1207, Frame=   159
   1,   11, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_001\Image_011.png', cX=1559, cY=1412, Frame=   160
   2,   11, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_002\Image_011.png', cX=2137, cY=1825, Frame=   160
   3,   11, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_003\Image_011.png', cX=2361, cY=1473, Frame=   160
   4,   11, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_004\Image_011.png', cX=2334, cY= 246, Frame=   160
   5,    9, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_005\Image_009.png', cX=1221, cY=1207, Frame=   160
   1,   12, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_001\Image_012.png', cX=1586, cY=1413, Frame=   161
   2,   12, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_002\Image_012.png', cX=2192, cY=1827, Frame=   161
   3,   12, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_003\Image_012.png', cX=2426, cY=1473, Frame=   161
   4,   12, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_004\Image_012.png', cX=2391, cY= 245, Frame=   161
   5,   10, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_005\Image_010.png', cX=1239, cY=1208, Frame=   161
   6,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_006\Image_001.png', cX=1162, cY=1256, Frame=   161
   1,   13, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_001\Image_013.png', cX=1613, cY=1414, Frame=   162
   2,   13, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_002\Image_013.png', cX=2247, cY=1827, Frame=   162
   3,   13, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_003\Image_013.png', cX=2491, cY=1472, Frame=   162
   4,   13, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_004\Image_013.png', cX=2447, cY= 245, Frame=   162
   5,   11, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 21\Images_001\Object_005\Image_011.png', cX=1257, cY=1208, Frame=   162
