   1,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_001\Image_001.png', cX=  54, cY=1444, Frame=   168
   2,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_002\Image_001.png', cX=  50, cY=1439, Frame=   200
   3,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_003\Image_001.png', cX=  35, cY=1560, Frame=   229
   3,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_003\Image_002.png', cX= 100, cY=1558, Frame=   230
   3,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_003\Image_003.png', cX= 162, cY=1556, Frame=   231
   4,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_001.png', cX= 137, cY= 674, Frame=   232
   4,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_002.png', cX= 209, cY= 672, Frame=   233
   4,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_003.png', cX= 279, cY= 670, Frame=   234
   4,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_004.png', cX= 348, cY= 668, Frame=   235
   4,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_005.png', cX= 415, cY= 666, Frame=   236
   4,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_006.png', cX= 483, cY= 663, Frame=   237
   4,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_007.png', cX= 551, cY= 661, Frame=   238
   4,    8, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_008.png', cX= 619, cY= 659, Frame=   239
   4,    9, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_009.png', cX= 686, cY= 657, Frame=   240
   4,   10, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_010.png', cX= 752, cY= 654, Frame=   241
   4,   11, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_011.png', cX= 818, cY= 652, Frame=   242
   4,   12, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_012.png', cX= 884, cY= 651, Frame=   243
   4,   13, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_013.png', cX= 950, cY= 649, Frame=   244
   4,   14, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_014.png', cX=1016, cY= 647, Frame=   245
   4,   15, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_015.png', cX=1082, cY= 645, Frame=   246
   4,   16, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_016.png', cX=1147, cY= 644, Frame=   247
   4,   17, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_017.png', cX=1213, cY= 643, Frame=   248
   4,   18, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_018.png', cX=1279, cY= 642, Frame=   249
   4,   19, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_019.png', cX=1344, cY= 641, Frame=   250
   4,   20, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_020.png', cX=1409, cY= 640, Frame=   251
   4,   21, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_021.png', cX=1473, cY= 639, Frame=   252
   4,   22, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_022.png', cX=1538, cY= 639, Frame=   253
   4,   23, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_023.png', cX=1602, cY= 638, Frame=   254
   4,   24, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_024.png', cX=1666, cY= 639, Frame=   255
   4,   25, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_025.png', cX=1729, cY= 638, Frame=   256
   4,   26, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_026.png', cX=1794, cY= 638, Frame=   257
   4,   27, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_027.png', cX=1858, cY= 638, Frame=   258
   4,   28, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_028.png', cX=1922, cY= 638, Frame=   259
   4,   29, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_029.png', cX=1985, cY= 638, Frame=   260
   4,   30, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_030.png', cX=2048, cY= 638, Frame=   261
   4,   31, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_031.png', cX=2111, cY= 638, Frame=   262
   4,   32, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_032.png', cX=2174, cY= 637, Frame=   263
   4,   33, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_033.png', cX=2237, cY= 637, Frame=   264
   5,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_001.png', cX= 255, cY=1461, Frame=   264
   4,   34, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_034.png', cX=2300, cY= 637, Frame=   265
   5,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_002.png', cX= 326, cY=1458, Frame=   265
   4,   35, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_035.png', cX=2363, cY= 637, Frame=   266
   5,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_003.png', cX= 397, cY=1454, Frame=   266
   4,   36, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_036.png', cX=2425, cY= 637, Frame=   267
   5,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_004.png', cX= 467, cY=1451, Frame=   267
   4,   37, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_037.png', cX=2488, cY= 637, Frame=   268
   5,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_005.png', cX= 538, cY=1447, Frame=   268
   4,   38, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_038.png', cX=2550, cY= 637, Frame=   269
   5,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_006.png', cX= 608, cY=1445, Frame=   269
   4,   39, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_039.png', cX=2611, cY= 637, Frame=   270
   5,    7, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_007.png', cX= 678, cY=1442, Frame=   270
   4,   40, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_040.png', cX=2673, cY= 637, Frame=   271
   5,    8, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_008.png', cX= 745, cY=1440, Frame=   271
   4,   41, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_041.png', cX=2734, cY= 636, Frame=   272
   5,    9, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_009.png', cX= 814, cY=1437, Frame=   272
   4,   42, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_042.png', cX=2795, cY= 636, Frame=   273
   5,   10, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_010.png', cX= 884, cY=1434, Frame=   273
   4,   43, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_043.png', cX=2856, cY= 636, Frame=   274
   5,   11, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_011.png', cX= 952, cY=1432, Frame=   274
   4,   44, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_044.png', cX=2917, cY= 636, Frame=   275
   5,   12, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_012.png', cX=1021, cY=1431, Frame=   275
   4,   45, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_045.png', cX=2978, cY= 635, Frame=   276
   5,   13, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_013.png', cX=1090, cY=1430, Frame=   276
   4,   46, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_046.png', cX=3039, cY= 635, Frame=   277
   5,   14, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_014.png', cX=1158, cY=1428, Frame=   277
   4,   47, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_047.png', cX=3101, cY= 634, Frame=   278
   5,   15, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_015.png', cX=1226, cY=1428, Frame=   278
   4,   48, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_048.png', cX=3162, cY= 633, Frame=   279
   5,   16, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_016.png', cX=1294, cY=1427, Frame=   279
   6,    1, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_006\Image_001.png', cX= 264, cY=1694, Frame=   279
   4,   49, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_049.png', cX=3223, cY= 633, Frame=   280
   5,   17, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_017.png', cX=1362, cY=1429, Frame=   280
   6,    2, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_006\Image_002.png', cX= 335, cY=1688, Frame=   280
   4,   50, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_050.png', cX=3284, cY= 631, Frame=   281
   5,   18, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_018.png', cX=1429, cY=1429, Frame=   281
   6,    3, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_006\Image_003.png', cX= 406, cY=1683, Frame=   281
   4,   51, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_051.png', cX=3345, cY= 630, Frame=   282
   5,   19, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_019.png', cX=1495, cY=1430, Frame=   282
   6,    4, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_006\Image_004.png', cX= 478, cY=1678, Frame=   282
   4,   52, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_052.png', cX=3406, cY= 629, Frame=   283
   5,   20, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_020.png', cX=1561, cY=1431, Frame=   283
   6,    5, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_006\Image_005.png', cX= 550, cY=1674, Frame=   283
   4,   53, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_053.png', cX=3467, cY= 627, Frame=   284
   5,   21, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_005\Image_021.png', cX=1626, cY=1433, Frame=   284
   6,    6, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_006\Image_006.png', cX= 622, cY=1671, Frame=   284
   4,   54, '..\VideoTestCases\12-27-24 Ostracod Run 2 Image 17\Images_001\Object_004\Image_054.png', cX=3528, cY= 625, Frame=   285
