   1,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_001.png', cX=1385, cY= 779, Frame=   150
   2,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_001.png', cX=1955, cY=1665, Frame=   150
   1,    2, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_002.png', cX=1430, cY= 778, Frame=   151
   2,    2, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_002.png', cX=1993, cY=1664, Frame=   151
   3,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_001.png', cX=1816, cY=1191, Frame=   151
   1,    3, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_003.png', cX=1473, cY= 778, Frame=   152
   2,    3, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_003.png', cX=2030, cY=1663, Frame=   152
   3,    2, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_002.png', cX=1853, cY=1190, Frame=   152
   1,    4, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_004.png', cX=1516, cY= 777, Frame=   153
   2,    4, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_004.png', cX=2068, cY=1663, Frame=   153
   3,    3, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_003.png', cX=1890, cY=1189, Frame=   153
   1,    5, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_005.png', cX=1559, cY= 777, Frame=   154
   2,    5, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_005.png', cX=2106, cY=1663, Frame=   154
   3,    4, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_004.png', cX=1927, cY=1189, Frame=   154
   1,    6, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_006.png', cX=1603, cY= 777, Frame=   155
   2,    6, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_006.png', cX=2143, cY=1662, Frame=   155
   3,    5, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_005.png', cX=1965, cY=1188, Frame=   155
   1,    7, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_007.png', cX=1646, cY= 776, Frame=   156
   2,    7, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_007.png', cX=2181, cY=1661, Frame=   156
   3,    6, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_006.png', cX=2002, cY=1188, Frame=   156
   1,    8, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_008.png', cX=1689, cY= 776, Frame=   157
   2,    8, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_008.png', cX=2218, cY=1660, Frame=   157
   3,    7, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_007.png', cX=2039, cY=1187, Frame=   157
   1,    9, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_009.png', cX=1732, cY= 775, Frame=   158
   2,    9, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_009.png', cX=2256, cY=1660, Frame=   158
   3,    8, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_008.png', cX=2076, cY=1186, Frame=   158
   1,   10, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_010.png', cX=1776, cY= 775, Frame=   159
   2,   10, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_010.png', cX=2294, cY=1659, Frame=   159
   3,    9, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_009.png', cX=2114, cY=1186, Frame=   159
   1,   11, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_011.png', cX=1819, cY= 775, Frame=   160
   2,   11, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_011.png', cX=2331, cY=1659, Frame=   160
   3,   10, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_010.png', cX=2151, cY=1185, Frame=   160
   1,   12, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_012.png', cX=1863, cY= 774, Frame=   161
   2,   12, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_012.png', cX=2369, cY=1658, Frame=   161
   3,   11, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_011.png', cX=2189, cY=1186, Frame=   161
   1,   13, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_013.png', cX=1906, cY= 773, Frame=   162
   2,   13, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_013.png', cX=2405, cY=1658, Frame=   162
   3,   12, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_012.png', cX=2226, cY=1184, Frame=   162
   1,   14, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_014.png', cX=1950, cY= 772, Frame=   163
   2,   14, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_014.png', cX=2442, cY=1658, Frame=   163
   3,   13, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_013.png', cX=2263, cY=1184, Frame=   163
   1,   15, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_015.png', cX=1993, cY= 772, Frame=   164
   2,   15, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_015.png', cX=2478, cY=1657, Frame=   164
   3,   14, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_014.png', cX=2299, cY=1183, Frame=   164
   1,   16, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_016.png', cX=2036, cY= 771, Frame=   165
   2,   16, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_016.png', cX=2514, cY=1657, Frame=   165
   3,   15, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_015.png', cX=2336, cY=1182, Frame=   165
   1,   17, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_017.png', cX=2078, cY= 770, Frame=   166
   2,   17, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_017.png', cX=2550, cY=1656, Frame=   166
   3,   16, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_016.png', cX=2372, cY=1182, Frame=   166
   1,   18, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_018.png', cX=2120, cY= 770, Frame=   167
   2,   18, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_018.png', cX=2586, cY=1656, Frame=   167
   3,   17, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_017.png', cX=2408, cY=1181, Frame=   167
   1,   19, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_019.png', cX=2163, cY= 769, Frame=   168
   2,   19, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_019.png', cX=2622, cY=1656, Frame=   168
   3,   18, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_018.png', cX=2444, cY=1180, Frame=   168
   1,   20, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_020.png', cX=2206, cY= 769, Frame=   169
   2,   20, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_020.png', cX=2658, cY=1656, Frame=   169
   3,   19, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_019.png', cX=2481, cY=1181, Frame=   169
   1,   21, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_021.png', cX=2248, cY= 768, Frame=   170
   2,   21, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_021.png', cX=2694, cY=1655, Frame=   170
   3,   20, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_020.png', cX=2516, cY=1180, Frame=   170
   1,   22, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_022.png', cX=2290, cY= 767, Frame=   171
   2,   22, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_022.png', cX=2731, cY=1655, Frame=   171
   3,   21, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_021.png', cX=2553, cY=1180, Frame=   171
   1,   23, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_023.png', cX=2333, cY= 767, Frame=   172
   2,   23, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_023.png', cX=2768, cY=1655, Frame=   172
   3,   22, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_022.png', cX=2589, cY=1179, Frame=   172
   1,   24, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_024.png', cX=2375, cY= 766, Frame=   173
   2,   24, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_024.png', cX=2805, cY=1655, Frame=   173
   3,   23, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_023.png', cX=2625, cY=1179, Frame=   173
   1,   25, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_025.png', cX=2418, cY= 766, Frame=   174
   2,   25, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_025.png', cX=2841, cY=1655, Frame=   174
   3,   24, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_024.png', cX=2661, cY=1178, Frame=   174
   1,   26, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_026.png', cX=2461, cY= 765, Frame=   175
   2,   26, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_026.png', cX=2877, cY=1654, Frame=   175
   3,   25, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_025.png', cX=2697, cY=1177, Frame=   175
   1,   27, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_027.png', cX=2503, cY= 764, Frame=   176
   2,   27, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_027.png', cX=2914, cY=1654, Frame=   176
   3,   26, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_026.png', cX=2733, cY=1176, Frame=   176
   1,   28, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_028.png', cX=2546, cY= 763, Frame=   177
   2,   28, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_002\Image_028.png', cX=2950, cY=1654, Frame=   177
   3,   27, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_027.png', cX=2770, cY=1176, Frame=   177
   1,   29, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_029.png', cX=2587, cY= 763, Frame=   178
   3,   28, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_003\Image_028.png', cX=2805, cY=1176, Frame=   178
   1,   30, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_030.png', cX=2629, cY= 763, Frame=   179
   1,   31, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_031.png', cX=2671, cY= 762, Frame=   180
   1,   32, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_032.png', cX=2712, cY= 761, Frame=   181
   1,   33, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_033.png', cX=2754, cY= 760, Frame=   182
   1,   34, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_034.png', cX=2795, cY= 760, Frame=   183
   1,   35, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_035.png', cX=2837, cY= 760, Frame=   184
   4,    1, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_004\Image_001.png', cX=1338, cY=1100, Frame=   184
   1,   36, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_036.png', cX=2879, cY= 759, Frame=   185
   4,    2, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_004\Image_002.png', cX=1370, cY=1099, Frame=   185
   1,   37, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_037.png', cX=2921, cY= 758, Frame=   186
   4,    3, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_004\Image_003.png', cX=1403, cY=1099, Frame=   186
   1,   38, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_038.png', cX=2963, cY= 758, Frame=   187
   4,    4, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_004\Image_004.png', cX=1436, cY=1098, Frame=   187
   1,   39, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_039.png', cX=3005, cY= 757, Frame=   188
   4,    5, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_004\Image_005.png', cX=1469, cY=1097, Frame=   188
   1,   40, '..\VideoTestCases\1-6-25 Ostracod 1st Imaging Image 9\Images_001\Object_001\Image_040.png', cX=3047, cY= 756, Frame=   189
